42|concierto|Lola Índigo|2 de mayo|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
43|concierto|YES|25 de abril|Calle de Utebo , 1 28025|28025|Otros|40.3866376|-3.7385181
44|concierto|Chayanne|20 de abril|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
45|concierto|Nick Cave and The Bad Seeds|25 de abril|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
46|concierto|IZAL|17 y 18 de abril|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
47|concierto|Dua Lipa|26 de abril|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
48|concierto|Papa Roach|17 de febrero|Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
49|concierto|Mägo de Oz|21 de febrero de 2020|Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
50|concierto|Fat Freddy's Drop|28 de marzo de 2020|Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
51|concierto|Los nibelungos (Parte II: La Venganza de Krimilda)|28 de marzo|Plaza de Isabel II, s/n 28013|28013|Austrias|40.4178813|-3.709593
52|concierto|Bon Iver|16 de abril|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
53|concierto|Sole Giménez |29 de marzo|Calle de Jovellanos, 4 28014|28014|Sol / Gran Vía|40.349246|-3.5274984
54|concierto|Maluma|29 de marzo |Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
55|concierto|Kaiser Chiefs |5 de febrero |Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
56|concierto|The Sisters of Mercy|4 de abril|Calle de Atocha, 125 28012|28012|Barrio de las Letras|40.4096995|-3.6930939
57|concierto|Carmen Linares|16 de febrero |Calle de Jovellanos, 4 28014|28014|Sol / Gran Vía|40.349246|-3.5274984
